"Title","AuthorFirst","AuthorMiddle","AuthorLast","Quotation","QuoteYear","QuoteSource","Context","Notes","UsedDate","ID"
,"Reinhold",,"Niebuhr","God, give me grace to accept with serenity the things that cannot be changed, Courage to change the things which should be changed, and the Wisdom to distinguish the one from the other. Living one day at a time, Enjoying one moment at a time, Accepting hardship as a pathway to peace, Taking, as Jesus did, This sinful world as it is, Not as I would have it, Trusting that You will make all things right, If I surrender to Your will, So that I may be reasonably happy in this life, And supremely happy with You forever in the next.",,"Serenity Prayer, 1932",,,,914
,"Richard",,"Feynman","The first principle is that you must not fool yourself, and you are the easiest person to fool.",,,,,,915
,"Herbert",,"Swope","I can’t give you a surefire formula for success, but I can give you a formula for failure: try to please everybody all the time. —HERBERT BAYARD SWOPE, American editor and journalist; first recipient of the Pulitzer Prize",,,,,,916
,,,"Anonymous","Many a false step was made by standing still. —FORTUNE COOKIE",,,,,,917
,"Benjamin",,"Disraeli","Action may not always bring happiness, but there is no happiness without action. —BENJAMIN DISRAELI, former British Prime Minister",,,,,,918
,"Yvon",,"Chouinard","There’s no difference between a pessimist who says, “Oh, it’s hopeless, so don’t bother doing anything,” and an optimist who says, “Don’t bother doing anything, it’s going to turn out fine anyway.” Either way, nothing happens. —YVON CHOUINARD,7 founder of Patagonia",,,,,,919
,"Mark",,"Twain","I am an old man and have known a great many troubles, but most of them never happened.",,,,,,920
,"Timothy",,"Ferriss","Most people are fast to stop you before you get started but hesitant to get in the way if you’re moving.",,"Four Hour Work Week",,,,921
,"Timothy",,"Ferriss","To enjoy life, you don’t need fancy nonsense, but you do need to control your time and realize that most things just aren’t as serious as you make them out to be.",,"Four Hour Work Week",,,,922
,"Timothy",,"Ferriss","As I have heard said, a person’s success in life can usually be measured by the number of uncomfortable conversations he or she is willing to have.",,"Four Hour Work Week",,,,923
,"Timothy",,"Ferriss","What is it costing you—financially, emotionally, and physically—to postpone action?  It is equally important to measure the atrocious cost of inaction.",,"Four Hour Work Week",,,,924
,"Timothy",,"Ferriss","Measure the cost of inaction, realize the unlikelihood and repairability of most missteps, and develop the most important habit of those who excel and enjoy doing so: action.",,"Four Hour Work Week",,,,925
,"Timothy",,"Ferriss","If you are insecure, guess what? The rest of the world is, too. Do not overestimate the competition and underestimate yourself. You are better than you think.",,"Four Hour Work Week",,,,926
,"Timothy",,"Ferriss","having a reputation for being assertive will help you receive preferential treatment without having to beg or fight for it every time.",,"Four Hour Work Week",,,,927
,"Timothy",,"Ferriss","It’s not that you don’t know what to do. You are just terrified that you might end up worse off than you are now.",,"Four Hour Work Week",,,,928
,"Carroll",,"Lewis","Would you tell me, please, which way I ought to go from here?” “That depends a good deal on where you want to get to,” said the Cat. “I don’t much care where …” said Alice. “Then it doesn’t matter which way you go,” said the Cat. —LEWIS CARROLL, Alice in Wonderland",,,,,,929
,"George",,"Shaw","Liberty means responsibility. That is why most men dread it. —GEORGE BERNARD SHAW",,,,,,930
,"Niccolo",,"Machiavelli","All courses of action are risky, so prudence is not in avoiding danger (it’s impossible), but calculating risk and acting decisively. Make mistakes of ambition and not mistakes of sloth. Develop the strength to do bold things, not the strength to suffer.",,,,,,931
,"Thomas",,"Watson","Would you like me to give you a formula for success? It’s quite simple, really. Double your rate of failure. —THOMAS J. WATSON, founder of IBM",,,,,,932
,"Viktor",,"Frankl","What man actually needs is not a tensionless state but rather the striving and struggling for a worthwhile goal, a freely chosen task. —VIKTOR E. FRANKL, Holocaust survivor; author of Man’s Search for Meaning",,,,,,933
,"Walt",,"Whitman","Keep your face always toward the sunshine--and shadows will fall behind you.",,,,,,934
,"Arthur",,"Schopenhauer","All truth passes through three stages: First, it is ridiculed. Second, it is violently opposed. Third, it is accepted as self-evident.",,,,,,935
,"D","James","Kennedy","Tolerance is the last virtue of the depraved society. When you have a immoral society that has blatantly, proudly, violated all of the commandments of  God, there is one last virtue they insist upon: tolerance for their immorality.",,,,,,936
,"Alan",,"Jackson","It's the people you love, not the money and stuff, that makes you rich.",2017,"from The Older I Get (a song)",,,,937
,"Albert",,"Camus","Autumn is a second spring when every leaf is a flower.",,,,,,1057
,,,"Aesop","He that is discontented in one place will seldom be happy in another.",,,,,,1058
,"Publilius",,"Syrus","Practice is the best of all instructors.",,,,,,1059
,"Erica",,"Jong","And the trouble is, if you don't risk anything, you risk even more.",,,,,,1060
,"Dorothy",,"Parker","The cure for boredom is curiosity. There is no cure for curiosity.",,,,,,1061
,"Katharine","Houghton","Hepburn","As one goes through life one learns that if you don't paddle your own canoe, you don't move.",,,,,,1062
,"Henry","David","Thoreau","The question is not what you look at -- but how you look and whether you see.",,,,,,1063
,"Ralph","Waldo","Emerson","The corruption of man is followed by the corruption of language.",,,,,,1064
,"George",,"Orwell","Political language is designed to make lies sound truthful and murder respectable, and to give an appearance of solidity to pure wind.",,,,,,1065
,,,"Epictetus","No man is free who is not master of himself.",,,,,,1066
,"Harry",,"Ironside","We would worry less if we praised more. Thanksgiving is the enemy of discontent and dissatisfaction.",,,"pastored Moody Church in Chicago for almost twenty years in the mid 1900s",,,1067
,"Harvey",,"Mackay","Time is free, but it's priceless,You can't own it, but you can use it. You can't keep it, but you can spend it. Once you've lost it you can never get it back.",,,,,,1069
,"Lucius",,"Seneca","Until we have begun to go without them, we fail to realize how unnecessary many things are. We've been using them not because we needed them but because we had them.",,,,,,1070
,"Lucy","Maud","Montgomery","If you can't be cheerful, be as cheerful as you can.",,,,,,1071
,"Johathan",,"Swift","Vision is the art of seeing things invisible.",,,,,,1072
,"Clive","S","Lewis","Hell is God honoring human freedom to choose an existence independent from their Creator. In the long run, the answer to those who object to the doctrine of hell is itself a question: What is it that they are asking God to do? To wipe
out past sins and at all costs give them a fresh start? He did that, on the cross. To forgive them? But they don’t want forgiveness. To leave them alone? That’s what hell is. There are only two kinds of people in the end: Those who say to God ""Thy will be done,"" and those to whom God says in the end, ""Thy will be done."" All that are in hell, choose it. Without that self-choice, it wouldn’t be hell.",,,,,,1073
,"Millard",,"Erickson","God created humans to have fellowship with him and has provided the means by which they can do so; it is a person’s choice to experience hell. His or her own sin sends them there.",,"Christian Theology, p.1247",,,,1074
,"Charles",,"Dickens","Reflect upon your blessings, of which everyone has plenty, not on your past misfortunes, of which everyone has some.",,,,,,1075
,"Maya",,"Angelou","People will forget what you said, people will forget what you did, but they will never forget how you made them feel.",,,,,,1076
,"Albert",,"Einstein","Logic will get you from A to B. Imagination will take you everywhere.",,,,,,1077
,"Gertrude","Belle","Elion","Don't be afraid of hard work. Nothing worthwhile comes easily.",,,,,,1082
,,,"Cicero","Legum servi sumus ut liberi esse possimus (We are slaves of the law so that we may able to be free)",,,,,,1083
,"Joseph ""Joe""","Chilto","Pearce","To live a creative life, we must lose our fear of being wrong.",,,,,,1084
,"Nelson","Rolihlahla","Mandela","I learned that courage was not the absence of fear, but the triumph over it.",,,,,,1124
,"Jacob","M","Braude","Consider how hard it is to change yourself and you'll understand what little chance you have in trying to change others.",,,,,,1125
,"Benjamin",,"Franklin","It takes many good deeds to build a good reputation, and only one bad one to lose it.",,,,,,1126
,"Jane",,"Austin","It isn't what we say or think that defines us, but what we do.",,,,,,1127
,"Marcus",,"Aurelius","Bear in mind that the measure of a man is the worth of the things he cares about.",,,,,,1128
,"Albert",,"Einstein","We won’t solve our problems with the same kind of thinking we used when we created them.",,,,,,1078
,"Dolly",,"Parton","The way I see if, if you want the rainbow, you gotta put up with the rain.",,,,,,1079
,"Louis","Dearborn","L'Amour","There will come a time when you believe everything is finished; that will be the beginning.",,,,,,1080
